8165470729037; 0.846113; 0.589971; -1.368914; 0.501102; 0.799489; -1.430948; 0.000000; 0.000000; 38.700001; 0
8165475306674; -0.047955; 0.476622; 3.106892; 0.275661; 0.373320; 3.109162; 0.000000; 0.000000; 38.700001; 0
8165480281039; -0.525292; 0.503181; 1.294356; -0.439871; 0.339281; 1.376910; 0.000000; 0.000000; 38.700001; 0
8165485224887; 0.267965; 0.810878; -1.904353; -0.179138; 0.899234; -1.874880; 0.000000; 0.000000; 38.700001; 0
8165490199252; 0.362691; 0.541969; -0.251658; 0.197672; 0.615621; -0.265601; 0.000000; 0.000000; 38.700001; 0
8165495143100; -0.069915; 0.335695; 1.579157; 0.073764; 0.270258; 1.591489; 0.000000; 0.000000; 38.700001; 0
8165500483676; 0.334155; 0.491462; 1.140247; 0.368644; 0.525723; 1.114036; 0.000000; 0.000000; 38.700001; 0
8165505091830; 0.249530; 0.709071; -0.337018; 0.035844; 0.755798; -0.325748; 0.000000; 0.000000; 38.700001; 0
8165510035678; 0.507932; 0.794978; 0.015927; 0.314317; 0.889620; -0.004462; 0.000000; 0.000000; 38.700001; 0
8165515010043; 0.471609; 0.543162; 1.326356; 0.510943; 0.605473; 1.284134; 0.000000; 0.000000; 38.700001; 0
8165519953891; 0.052051; 0.683041; 1.294083; 0.070108; 0.643198; 1.313501; 0.000000; 0.000000; 38.700001; 0
8165524928256; -0.084593; 1.139635; 0.854976; -0.226987; 1.065553; 0.921945; 0.000000; 0.000000; 38.700001; 0
8165530268832; -0.005161; 0.940457; -1.059536; -0.366975; 0.938906; -0.995434; 0.000000; 0.000000; 38.700001; 0
8165534846469; 0.809561; 0.639890; -1.006996; 0.484294; 0.845014; -1.063155; 0.000000; 0.000000; 38.700001; 0
8165539820834; 1.019392; 0.414474; 1.373281; 1.067090; 0.621175; 1.253918; 0.000000; 0.000000; 38.700001; 0
8165544764682; 0.352100; 0.331350; 1.399264; 0.450290; 0.374718; 1.359608; 0.000000; 0.000000; 38.700001; 0
8165549739047; 0.074733; 0.853497; 0.373818; -0.083951; 0.836116; 0.409445; 0.000000; 0.000000; 38.700001; 0
8165554682894; -0.141220; 0.623799; -0.116780; -0.305682; 0.570482; -0.061763; 0.000000; 0.000000; 38.700001; 0
8165560053988; 0.060303; 0.428467; -0.768304; -0.153949; 0.447576; -0.743967; 0.000000; 0.000000; 38.700001; 0
8165564601107; 0.262625; 1.128055; 0.263305; 0.009175; 1.151477; 0.291247; 0.000000; 0.000000; 38.700001; 0
8165569575473; 0.529598; 1.129379; -0.184740; 0.202951; 1.230451; -0.186822; 0.000000; 0.000000; 38.700001; 0
