51958259282051; -2.206364; 0.725688; 1.475705; -0.960766; 1.510941; 2.089583; -33.972274; 18.467322; 31.500000; 0
51958264286934; 0.786438; 1.557588; -0.801465; -1.452996; -0.697211; -1.043843; -33.972274; 18.467322; 31.500000; 0
51958269322334; -1.047950; -0.083516; -1.727647; -0.200028; -1.732926; 1.023178; -33.972274; 18.467322; 31.500000; 0
51958274693428; 0.707947; 0.162882; 2.074189; 0.087329; 2.082616; -0.696467; -33.972274; 18.467322; 31.500000; 0
51958279301582; 1.771805; 0.594896; -0.403447; -0.317531; -0.359159; -1.850985; -33.972274; 18.467322; 31.500000; 0
51958284336982; -2.557100; 0.847259; 0.132020; -1.248898; 0.178594; 2.383777; -33.972274; 18.467322; 31.500000; 0
51958289341865; 0.718448; -0.203099; 0.915951; 0.376469; 0.903506; -0.662066; -33.972274; 18.467322; 31.500000; 0
51958294346748; 0.184136; -0.979550; 1.112009; 1.064304; 1.047488; -0.003807; -33.972274; 18.467322; 31.500000; 0
51958299351631; 1.335941; 0.485140; 1.685997; -0.119392; 1.716674; -1.378935; -33.972274; 18.467322; 31.500000; 0
51958304753242; -2.183308; -0.973843; -3.200482; 0.344501; -3.261371; 2.281026; -33.972274; 18.467322; 31.500000; 0
51958309361396; -0.931657; -1.629496; 1.360816; 1.508615; 1.250275; 1.239338; -33.972274; 18.467322; 31.500000; 0
51958314366279; 4.793077; 1.357075; -1.115003; -0.502527; -1.012187; -4.978093; -33.972274; 18.467322; 31.500000; 0
51958319401680; -0.650510; 1.225365; -0.738449; -1.366444; -0.659119; 0.410346; -33.972274; 18.467322; 31.500000; 0
51958324406563; -2.271758; -1.112246; 1.349113; 0.768089; 1.267420; 2.453929; -33.972274; 18.467322; 31.500000; 0
51958329411445; -1.658027; -1.716472; -0.716376; 1.341415; -0.830936; 1.928386; -33.972274; 18.467322; 31.500000; 0
51958334813057; 2.971121; 0.640415; -0.242674; -0.108551; -0.190375; -3.041143; -33.972274; 18.467322; 31.500000; 0
