279317385649472; -1.611904; 0.718522; -0.965521; -0.848321; -0.777611; 1.649973; 0.000000; 0.000000; 0.000000; 0
279317390257627; -0.656068; 1.256586; -0.703481; -1.321832; -0.584091; 0.644918; 0.000000; 0.000000; 0.000000; 0
279317395262509; -1.025784; 1.476106; -0.586436; -1.554670; -0.423874; 0.989121; 0.000000; 0.000000; 0.000000; 0
279317400267392; -0.249729; 1.195746; -0.143456; -1.212670; -0.068703; 0.193560; 0.000000; 0.000000; 0.000000; 0
279317405241757; 0.604745; 0.957462; 0.415385; -0.903333; 0.395590; -0.694617; 0.000000; 0.000000; 0.000000; 0
279317410246640; 0.203934; 0.840138; 0.683302; -0.794954; 0.695311; -0.314506; 0.000000; 0.000000; 0.000000; 0
279317415617734; 0.100752; 0.648256; 0.645299; -0.610783; 0.659354; -0.197468; 0.000000; 0.000000; 0.000000; 0
279317420225888; 1.474585; 0.924494; 0.104368; -0.840120; 0.000378; -1.527803; 0.000000; 0.000000; 0.000000; 0
279317425230771; -1.829138; 0.235557; 0.200804; -0.270952; 0.385756; 1.794249; 0.000000; 0.000000; 0.000000; 0
279317430235654; -1.147119; -0.453854; 0.457792; 0.446597; 0.544654; 1.111459; 0.000000; 0.000000; 0.000000; 0
279317435210019; 0.189138; -0.685769; 0.262096; 0.702099; 0.211285; -0.192775; 0.000000; 0.000000; 0.000000; 0
279317440214902; -0.998838; -0.282438; -0.143265; 0.250158; -0.059861; 1.015781; 0.000000; 0.000000; 0.000000; 0
279317445585996; 0.003359; -0.079118; -0.118363; 0.073315; -0.121517; 0.011804; 0.000000; 0.000000; 0.000000; 0
279317450194150; -1.235190; -0.166487; -0.074268; 0.105874; 0.037971; 1.243494; 0.000000; 0.000000; 0.000000; 0
279317455260068; -1.901689; -0.462832; 0.073257; 0.377886; 0.235280; 1.907314; 0.000000; 0.000000; 0.000000; 0
279317460203916; 0.673340; -0.325489; 0.220555; 0.366557; 0.140029; -0.673797; 0.000000; 0.000000; 0.000000; 0
